,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,
snwalljasper,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 23:38,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 23:38,https://twitter.com/#!/snwalljasper/status/1125545462335975425,,,1125545462335975425,
miryampvo,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 23:57,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/6/2019 23:57,https://twitter.com/#!/miryampvo/status/1125550158685581319,,,1125550158685581319,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/28/2019 3:09,"Published in October 1949, this map highlights the top of the world. https://t.co/gpPPDDNxmG https://t.co/nrq8UxMQTg",https://on.natgeo.com/2vp7Yc7,natgeo.com,,4/28/2019 3:09,https://twitter.com/#!/natgeomaps/status/1122336965901287424,,,1122336965901287424,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/28/2019 14:00,Baby fish have started eating plastic. We haven’t yet seen the consequences https://t.co/3CgCpu2s4o https://t.co/CMXCdjEWnV,https://on.natgeo.com/2ILXUm9,natgeo.com,,4/28/2019 14:00,https://twitter.com/#!/natgeomaps/status/1122500846644858880,,,1122500846644858880,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/28/2019 19:30,"Map of the Day: Designed and painted by Christopher A. Klein, this colorful illustration from October 1987 depicts… https://t.co/980b757QD7",https://twitter.com/i/web/status/1122583798896648192,twitter.com,,4/28/2019 19:30,https://twitter.com/#!/natgeomaps/status/1122583798896648192,,,1122583798896648192,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/28/2019 23:30,Tokyo became a megacity by reinventing itself https://t.co/bXRKG6bqQe https://t.co/cZIN8uzsVw,https://on.natgeo.com/2vpNEr4,natgeo.com,,4/28/2019 23:30,https://twitter.com/#!/natgeomaps/status/1122644187512492034,,,1122644187512492034,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/29/2019 14:16,"The World Resources Institute, which tracks global forest cover, reports deforestation is increasing in Brazil, Ind… https://t.co/jCXvpMLDB6",https://twitter.com/i/web/status/1122867307880112128,twitter.com,,4/29/2019 14:16,https://twitter.com/#!/natgeomaps/status/1122867307880112128,,,1122867307880112128,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/29/2019 17:15,"Map of the Day: Published in 1941, this map locates Tres Zapotes, Cerro de las Mesas, and La Venta in southern Mexi… https://t.co/DvdmgH537F",https://twitter.com/i/web/status/1122912419230121985,twitter.com,,4/29/2019 17:15,https://twitter.com/#!/natgeomaps/status/1122912419230121985,,,1122912419230121985,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/30/2019 16:00,One of the snowiest places on Earth is losing its glaciers https://t.co/SOgHJeIxG2 https://t.co/C0X3dpzKxc,https://on.natgeo.com/2vA4JhX,natgeo.com,,4/30/2019 16:00,https://twitter.com/#!/natgeomaps/status/1123255865950244864,,,1123255865950244864,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/30/2019 21:00,"Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is refl… https://t.co/4ZGRVU8rPD",https://twitter.com/i/web/status/1123331303745761284,twitter.com,,4/30/2019 21:00,https://twitter.com/#!/natgeomaps/status/1123331303745761284,,,1123331303745761284,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,4/30/2019 23:30,"Rail, roads, and real estate play a role in the physical shape of cities. So does geography. https://t.co/YgPoS1B2Ph",https://on.natgeo.com/2GNQ7AT,natgeo.com,,4/30/2019 23:30,https://twitter.com/#!/natgeomaps/status/1123369044353089537,,,1123369044353089537,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/1/2019 14:06,Map of the Day: This simple sketch from 1910 superimposes three glaciers from the Swiss Alps onto the lower portion… https://t.co/wJzlIC53Se,https://twitter.com/i/web/status/1123589498334478337,twitter.com,,5/1/2019 14:06,https://twitter.com/#!/natgeomaps/status/1123589498334478337,,,1123589498334478337,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/1/2019 21:05,The wildlife of Gorongosa National Park was decimated during Mozambique’s 1977-1992 civil war and the desperate yea… https://t.co/yqpZbmhukQ,https://twitter.com/i/web/status/1123694888690814977,twitter.com,,5/1/2019 21:05,https://twitter.com/#!/natgeomaps/status/1123694888690814977,,,1123694888690814977,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/2/2019 13:00,Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/2/2019 13:00,https://twitter.com/#!/natgeomaps/status/1123935221966082048,,,1123935221966082048,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/2/2019 16:30,Dar es Salaam is the second-fastest growing city worldwide. Its planners are struggling to keep up.… https://t.co/vgOprcTGan,https://twitter.com/i/web/status/1123988047958302722,twitter.com,,5/2/2019 16:30,https://twitter.com/#!/natgeomaps/status/1123988047958302722,,,1123988047958302722,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/2/2019 23:00,"Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cu… https://t.co/w1OihoytuZ",https://twitter.com/i/web/status/1124086201043046404,twitter.com,,5/2/2019 23:00,https://twitter.com/#!/natgeomaps/status/1124086201043046404,,,1124086201043046404,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/3/2019 19:00,"Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map f… https://t.co/GfSx5CZ3UD",https://twitter.com/i/web/status/1124388214737907712,twitter.com,,5/3/2019 19:00,https://twitter.com/#!/natgeomaps/status/1124388214737907712,,,1124388214737907712,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/3/2019 23:00,Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/3/2019 23:00,https://twitter.com/#!/natgeomaps/status/1124448577256919042,,,1124448577256919042,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/4/2019 14:30,Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. Al… https://t.co/sDmNHpjH19,https://twitter.com/i/web/status/1124682702635065345,twitter.com,,5/4/2019 14:30,https://twitter.com/#!/natgeomaps/status/1124682702635065345,,,1124682702635065345,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/4/2019 22:30,"After the voyages of Christopher Columbus, Spain and other powers of Europe began mapping the New World. The bounda… https://t.co/3tCZ5bRBoG",https://twitter.com/i/web/status/1124803487999696896,twitter.com,,5/4/2019 22:30,https://twitter.com/#!/natgeomaps/status/1124803487999696896,,,1124803487999696896,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/5/2019 1:15,Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industr… https://t.co/QJAwSLPJQJ,https://twitter.com/i/web/status/1124844932529905665,twitter.com,,5/5/2019 1:15,https://twitter.com/#!/natgeomaps/status/1124844932529905665,,,1124844932529905665,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/5/2019 23:30,These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/5/2019 23:30,https://twitter.com/#!/natgeomaps/status/1125180900751364096,,,1125180900751364096,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/6/2019 1:15,Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the… https://t.co/vHLJ0qGmQw,https://twitter.com/i/web/status/1125207354549702656,twitter.com,,5/6/2019 1:15,https://twitter.com/#!/natgeomaps/status/1125207354549702656,,,1125207354549702656,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/6/2019 15:15,"Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale i… https://t.co/NwIcwo4f1u",https://twitter.com/i/web/status/1125418724423544832,twitter.com,,5/6/2019 15:15,https://twitter.com/#!/natgeomaps/status/1125418724423544832,,,1125418724423544832,
natgeomaps,natgeomaps,,,,,,,,,,,,,Tweet,5/6/2019 23:30,By 2050 the world’s population is expected to reach 9.8 billion. Nearly 70 percent of this booming population—6.7 b… https://t.co/BvX6TewriD,https://twitter.com/i/web/status/1125543370993147904,twitter.com,,5/6/2019 23:30,https://twitter.com/#!/natgeomaps/status/1125543370993147904,,,1125543370993147904,
melindashimizu,natgeomaps,,,,,,,,,,,,,Mentions,4/27/2019 13:56,"RT @NatGeoMaps: Map of the Day: This April 1974 map shows six forest zones in North America. Variations in climate, elevation, and soil det…",,,,4/27/2019 13:56,https://twitter.com/#!/melindashimizu/status/1122137346042941441,,,1122137346042941441,
melindashimizu,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 23:40,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/2/2019 23:40,https://twitter.com/#!/melindashimizu/status/1124096228109770753,,,1124096228109770753,
melindashimizu,natgeomaps,,,,,,,,,,,,,Mentions,5/2/2019 23:42,RT @NatGeoMaps: Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/2/2019 23:42,https://twitter.com/#!/melindashimizu/status/1124096891262783488,,,1124096891262783488,
melindashimizu,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 14:17,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 14:17,https://twitter.com/#!/melindashimizu/status/1124679340476850176,,,1124679340476850176,
melindashimizu,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 2:08,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 2:08,https://twitter.com/#!/melindashimizu/status/1125220815358832640,,,1125220815358832640,
melindashimizu,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 19:19,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 19:19,https://twitter.com/#!/melindashimizu/status/1125480255123329027,,,1125480255123329027,
melindashimizu,melindashimizu,,,,,,,,,,,,,Tweet,5/7/2019 1:01,#gry370 https://t.co/LGKq3bjpXk,https://twitter.com/natgeomaps/status/1125543370993147904,twitter.com,gry370,5/7/2019 1:01,https://twitter.com/#!/melindashimizu/status/1125566179463114753,,,1125566179463114753,
medelsson,medelsson,,,,,,,,,,,,,Tweet,5/6/2019 2:40,Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia d… https://t.co/GlMFduOnuz,https://twitter.com/i/web/status/1125228746892509189,twitter.com,,5/6/2019 2:40,https://twitter.com/#!/medelsson/status/1125228746892509189,,,1125228746892509189,
pinostrozas,medelsson,,,,,,,,,,,,,Mentions,5/7/2019 1:22,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/7/2019 1:22,https://twitter.com/#!/pinostrozas/status/1125571684285726720,,,1125571684285726720,
